status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
58736997707_10153954051037708,Donald Trump started a mortgage company (that failed) at the worst possible time -- when the housing bubble was about to burst.,Trump’s Mortgage Company Was a Disaster for Him AND His Customers,link,https://marcorubio.com/news/trump-mortgage-con-job/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=TrumpMortgage&utm_campaign=Daily_Social_Organic&utm_0id=022916e,2016-02-29 22:10:39,5024,2955,798
58736997707_10153953691212708,"Tomorrow is the most important Tuesday in a long time. Vote for me, & together we can stop Trump & win in November.",,video,https://www.facebook.com/MarcoRubio/videos/10153953691212708/,2016-02-29 18:56:19,13262,3150,3151
58736997707_10153952901917708,I am honored to have the support of a great businessman and voice for religious liberty like David Green.,Hobby Lobby Founder Backs Marco Rubio for President,link,https://marcorubio.com/news/hobby-lobby-david-green-endorses-rubio/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=HobbyLobbyDavidGreen&utm_campaign=Daily_Social_Organic&utm_0id=022816e,2016-02-29 12:22:32,26823,2699,2390
58736997707_10153952553202708,Friends don't let friends vote for con artists. Click here and SIGN to join me.,We Must Defeat The Con Artist,link,https://marcorubio.com/defeat-the-con-artist/?utm_source=Facebook&utm_medium=Link_Post&utm_term=DonaldTrump&utm_content=StopTheConArtist&utm_campaign=Daily_Social_Organic&utm_0id,2016-02-29 09:25:21,8269,4133,1172
58736997707_10153950541057708,We cannot be a party that nominates someone who refuses to condemn white supremacists and the Ku Klux Klan.,,status,,2016-02-28 13:25:13,31331,6944,4199
58736997707_10153950170947708,"Trump keeps saying he's not a con artist. But to those who lost thousands of dollars through his phony “university,” that’s exactly what he is.",This Donald Trump Con Scammed Working Americans Out of MILLIONS,link,https://marcorubio.com/news/trump-university-con-job/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=TrumpUniversityConJob&utm_campaign=Daily_Social_Organic&utm_0id=022716g,2016-02-28 10:41:47,11362,4004,2420
58736997707_10153947895737708,It's time to take the mask off of Donald Trump.,Stop Donald Trump. Join Marco's Team,link,https://marcorubio.com/stop-donald-trump-join-marcos-team/?utm_source=Facebook&utm_medium=Link_Post&utm_term=DonaldTrump&utm_content=StopTrumpJoinTeam&utm_campaign=Daily_Social_Organic&utm_0id=022516j,2016-02-27 13:15:03,3813,4855,571
58736997707_10153947378337708,Donald Trump is a con artist — and he cannot be our nominee.,,video,https://www.facebook.com/MarcoRubio/videos/10153947378337708/,2016-02-27 09:08:17,21341,6234,7723
58736997707_10153945997917708,"In our new ad, Arkansas Governor Asa Hutchinson shares why this election is so important and why he's supporting our campaign:",,video,https://www.facebook.com/MarcoRubio/videos/10153945997917708/,2016-02-26 19:27:20,4011,2338,583
58736997707_10153945414842708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1777595762469222/,2016-02-26 14:58:51,15125,6192,5
58736997707_10153945095097708,"If Donald Trump builds his wall like he built Trump tower, he’ll be using illegal immigrant labor to do it.","Yes, Trump Tower Really Was Built by Illegal Immigrants",link,https://marcorubio.com/news/trump-tower-illegal-immigrant-polish/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Trump&utm_content=TrumpTower&utm_campaign=Daily_Social_Organic&utm_0id=022616d,2016-02-26 12:10:56,23886,7820,5044
58736997707_10153944769347708,I joined the morning shows today to talk about our win in last night's #GOPDebate and how we are not going to turn over the conservative movement to a con artist.,,video,https://www.facebook.com/MarcoRubio/videos/10153944769347708/,2016-02-26 09:45:17,17928,4779,3900
58736997707_10153943706607708,"The time for games is over. Vote for me, so we can stop Trump, unite the party, and win in November:",Stop Donald Trump. Join Marco's Team,link,http://rub.io/1GL2vx,2016-02-25 22:56:07,19340,5227,2084
58736997707_10153943676642708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1777393765822755/,2016-02-25 22:46:16,12624,2392,3
58736997707_10153943527757708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1777356909159774/,2016-02-25 21:27:27,8691,1998,0
58736997707_10153943429137708,,Team Marco,photo,https://www.facebook.com/teammarco16/photos/a.1708560259372773.1073741828.1669681193260680/1777337945828337/?type=3,2016-02-25 20:18:27,18127,1865,0
58736997707_10153943240742708,"After tonight's GOP Debate, we're heading to several March 1 primary states! Find out where:",Marco Rubio is Blitzing March 1st States Following the Debate. Find Out Where He’ll Be.,link,https://marcorubio.com/news/rubio-schedule-march-1st-blitz/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=March1StateBlitz&utm_campaign=Daily_Social_Organic&utm_0id=022516c,2016-02-25 18:22:49,6371,1094,260
58736997707_10153943108517708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1777281862500612/,2016-02-25 17:07:42,3340,655,0
58736997707_10153942484157708,Proud to welcome Tennessee Governor Bill Haslam to our team!,Tennessee Votes on March 1st. Here’s Who The Governor is Backing,link,https://marcorubio.com/news/tennessee-bill-haslam-endorses-rubio/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=BillHaslamEndorsesMarco&utm_campaign=Daily_Social_Organic&utm_0id=022516a,2016-02-25 12:03:17,5881,876,519
58736997707_10153942199272708,The children of the Reagan revolution are ready to lead us into a New American Century.,,video,https://www.facebook.com/MarcoRubio/videos/10153942199272708/,2016-02-25 09:11:56,4727,955,895
58736997707_10153942199272708,The children of the Reagan revolution are ready to lead us into a New American Century.,,video,https://www.facebook.com/MarcoRubio/videos/10153942199272708/,2016-02-25 09:11:56,4727,955,895
58736997707_10153940312357708,"It’s one thing to make a lot of noise and yell about the issues, it’s another to actually understand them. I’m the conservative candidate who can beat dishonest Hillary Clinton and socialist Bernie Sanders.",Do You Want A Candidate Who Will Beat The Democrats?,link,https://marcorubio.com/do-you-want-a-candidate-who-will-beat-the-democrats/?utm_source=Facebook&utm_medium=Link_Post&utm_term=MarcoMentum&utm_content=BeatTheDems&utm_campaign=Daily_Social_Organic&utm_0id=022316n,2016-02-24 15:00:58,15918,2358,1220
58736997707_10153939946862708,"President Obama is putting American families at risk by trying to close the prison at Guantanamo Bay, Cuba. When I’m president, terrorists captured alive will go straight to Gitmo and we will find out everything they know. Click here and SIGN to join me.",We're Not Going To Close Gitmo!,link,https://marcorubio.com/were-not-going-to-close-gitmo/?utm_source=Facebook&utm_medium=Link_Post&utm_term=National_Security&utm_content=NotClosingGitmo&utm_campaign=Daily_Social_Organic&utm_0id=022316g,2016-02-24 12:14:09,2913,479,315
58736997707_10153939647857708,I joined CBS This Morning today to talk about the Nevada caucus results and how we'll defeat Donald Trump:,,video,https://www.facebook.com/MarcoRubio/videos/10153939647857708/,2016-02-24 09:44:34,7955,1532,914
58736997707_10153938362972708,"I get a lot of letters, but this one is definitely one of my all-time favorites:",You Have to See This Adorable Drawing a 6-Year-Old Sent to a Presidential Candidate,link,https://marcorubio.com/news/letter-rubio-6-year-old-drawing/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=LetterToMarcoDrawing&utm_campaign=Daily_Social_Organic&utm_0id=022316h,2016-02-23 19:16:03,10992,773,582
58736997707_10153933922517708,We finished strong in South Carolina. Help us take our momentum into Nevada:,Marco finished strong in South Carolina! Donate now to sustain the momentum.,link,https://marcorubio.com/south-carolina-primary/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=SC_Primary&utm_campaign=Daily_Social_Organic&utm_0id=021916be,2016-02-21 23:59:06,3975,1191,160
58736997707_10153933548772708,Glad to have Donnie Wahlberg's support in this campaign! Welcome to the team!,See Which Hollywood Actor Just Endorsed Marco Rubio,link,https://marcorubio.com/news/donnie-wahlberg-endorses-marco/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=Donnie_Wahlberg_Endorses_Marco&utm_campaign=Daily_Social_Organic&utm_0id=022116c,2016-02-21 19:23:42,30488,2402,2051
58736997707_10153933355097708,"Although I did not have the good fortune to get to know Justice Scalia personally, he had a profound impact on me.",Team Marco,link,https://marcorubio.com/news/marco-rubio-justice-scalia-funeral-tribute/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=Scalia_Tribute&utm_campaign=Daily_Social_Organic&utm_0id=022016a,2016-02-21 17:26:02,4622,303,0
58736997707_10153932412707708,Ronald Reagan made us believe that it was Morning in America again. And it was. Now the children of the Reagan revolution are ready to assume the mantle of leadership.,Watch Marco Rubio's Phenomenal Speech After the South Carolina Primary,link,https://marcorubio.com/news/video-primary-night-speech-south-carolina-marco-rubio/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=South_Carolina_Speech&utm_campaign=Daily_Social_Organic&utm_0id=022016j,2016-02-21 10:13:05,16335,1580,1564
58736997707_10153931198522708,The children of the Reagan Revolution are ready to lead.,,video,https://www.facebook.com/MarcoRubio/videos/10153931198522708/,2016-02-20 22:10:58,10002,1471,1828
58736997707_10153931134067708,"Thank you for a great night, South Carolina! Donate now to help us continue the momentum: http://rub.io/4916tV",Timeline Photos,photo,https://www.facebook.com/MarcoRubio/photos/a.274031027707.143644.58736997707/10153931134067708/?type=3,2016-02-20 21:26:29,15490,1468,1312
58736997707_10153929457847708,"The polls are now open across the state of South Carolina. I hope I have earned your support! Remember to bring your photo ID & a friend, and get out and vote!",Timeline Photos,photo,https://www.facebook.com/MarcoRubio/photos/a.274031027707.143644.58736997707/10153929457847708/?type=3,2016-02-20 07:03:56,11095,1255,979
58736997707_10153928465852708,"Governor Nikki Haley, Senator Tim Scott and I are headed back to Pawleys Island for an election-eve rally. 

It's going to be a great night in South Carolina!
RSVP here: http://rub.io/FdNmKd",,video,https://www.facebook.com/MarcoRubio/videos/10153928465852708/,2016-02-19 20:07:45,4915,893,443
58736997707_10153927701177708,This election is about the future.,"Nikki Haley: ""This Election Is About The Future.""",link,https://marcorubio.com/news/nikki-haley-featured-in-new-marco-ad-this-election-is-about-the-future/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=NikkiHaleyAdFuture&utm_campaign=Daily_Social_Organic&utm_0id=021716b,2016-02-19 13:40:07,7460,750,562
58736997707_10153927244047708,Yesterday Nikki Haley and I joined Megyn Kelly on Fox News to talk about tomorrow's South Carolina primary:,,video,https://www.facebook.com/MarcoRubio/videos/10153927244047708/,2016-02-19 09:49:37,3271,588,366
58736997707_10153926264477708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1774801202748678/,2016-02-18 22:50:26,2198,407,0
58736997707_10153925496527708,New American Century.,Timeline Photos,photo,https://www.facebook.com/MarcoRubio/photos/a.274031027707.143644.58736997707/10153925496527708/?type=3,2016-02-18 15:37:29,7040,699,742
58736997707_10153924752702708,"Governor Nikki Haley has joined our team! 
The momentum is building. Now's the time to join us: rub.io/87x5UZ",,video,https://www.facebook.com/MarcoRubio/videos/10153924752702708/,2016-02-18 09:49:37,5621,698,787
58736997707_10153923742467708,"As president, I will always fight for our veterans.",This Major Leader on Veterans Issues Just Endorsed Marco Rubio,link,https://marcorubio.com/news/marco-rubio-veterans-issues-sean-parnell/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=SeanParnellVAOpEd&utm_campaign=Daily_Social_Organic&utm_0id=021716d,2016-02-17 22:17:22,6849,521,757
58736997707_10153923465762708,Honored to have the support of South Carolina Governor Nikki Haley! Welcome to the team!,This is HUGE: South Carolina Governor Nikki Haley Makes Her Pick for President,link,https://marcorubio.com/news/south-carolina-nikki-haley-endorses-marco-rubio/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=GovHaleyBacksMarco&utm_campaign=Daily_Social_Organic&utm_0id=021716i,2016-02-17 19:14:15,29795,1905,2305
58736997707_10153922711707708,Our team keeps growing all over the country! Proud to have the support of these 28 Arkansas state legislators:,28 Arkansas State Legislators Just Announced They’re Backing Marco Rubio,link,https://marcorubio.com/news/arkansas-state-legislators-endorse-marco-rubio/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=28ArkansasLegislators&utm_campaign=Daily_Social_Organic&utm_0id=021616g,2016-02-17 12:13:25,10440,794,691
58736997707_10153926379857708,,Anderson Cooper Asks: Are you feeling the Marcomentum?,video,https://www.facebook.com/MarcoRubio/videos/10153926275187708/,2016-02-17 12:00:00,1961,190,277
58736997707_10153922399612708,"As commander-in-chief, I will bring back American strength.",,video,https://www.facebook.com/MarcoRubio/videos/10153922399612708/,2016-02-17 10:04:52,6848,628,782
58736997707_10153921178792708,"Check out our new TV ad, where Rep. Trey Gowdy explains why he's supporting our campaign:",Trey Gowdy: ‘The Democrats Fear Marco the Most’,link,https://marcorubio.com/news/video-trey-gowdy-democrats-fear-marco/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=TreyGrowdyAd_SC&utm_campaign=Daily_Social_Organic&utm_0id=021616f,2016-02-16 18:58:24,3528,438,460
58736997707_10153920661222708,Our newest TV ad highlights the most important part of my life: My family.,Family,video,https://www.facebook.com/MarcoRubio/videos/10153920661222708/,2016-02-16 15:02:18,3800,422,777
58736997707_10153920357612708,"Last night, Sen. Tim Scott and Rep. Trey Gowdy joined me on Fox News to talk about the 2016 race. WATCH:",,video,https://www.facebook.com/MarcoRubio/videos/10153920357612708/,2016-02-16 12:44:28,3620,435,646
58736997707_10153919827272708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1773839929511472/,2016-02-16 07:41:02,5898,539,2
58736997707_10153919083772708,"If you nominate me, I will unify and grow this party -- and we will win in November.",Marco Rubio’s Powerful Close to the Debate: ‘We Will Unify the Conservative Movement’,link,https://marcorubio.com/news/marco-rubio-cbs-debate-closing/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=SCDebate_ClosingStatement&utm_campaign=Daily_Social_Organic&utm_0id=021416a,2016-02-16 00:00:00,9895,709,441
58736997707_10153919084872708,Watch the next GOP Debate LIVE in person! Donate $10 or more for a chance to win:,Texas Debate Contest,link,https://marcorubio.com/enter-texas-debate-contest/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Contest&utm_content=TexasDebateContest&utm_campaign=Daily_Social_Organic&utm_0id=021216t,2016-02-15 23:05:43,698,146,47
58736997707_10153918709067708,"We've been having a Presidents Day sale in our campaign store today!

Use code: PRESIDENT and get 10% off any item.",FLASH SALE - Presidents Day Only! Shop Now,link,https://store.marcorubio.com/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Merchandise&utm_content=Store_presidents_day&utm_campaign=Daily_Social_Organic&utm_0id=NA,2016-02-15 19:12:18,191,150,8
58736997707_10153918414612708,Proud to welcome Governor Sam Brownback to our growing team!,Conservative Kansas Governor Sam Brownback Makes His Endorsement: Marco Rubio,link,https://marcorubio.com/news/kansas-governor-sam-brownback-endorses-marco-rubio/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=GovSamBrownbackEndorsesMarco&utm_campaign=Daily_Social_Organic&utm_0id=021416d,2016-02-15 16:33:50,8166,477,437
58736997707_10153917816217708,"We need a president who can inspire the American people to believe in the future again, not four more years of the same backwards leadership.",WATCH Our New Ad,link,https://marcorubio.com/watch-morning-again/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=Morning_Again&utm_campaign=Daily_Social_Organic&utm_0id=021516b,2016-02-15 12:11:43,6754,591,529
58736997707_10153917480362708,"While Obama & Clinton have tried to appease Russia, I've consistently laid out a plan to counter Putin’s aggression:",Russian Prime Minister Declares ‘New Cold War’ — One GOP Candidate Has a Plan to Respond,link,https://marcorubio.com/news/new-cold-war-marco-rubio-counter-russia/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Russia&utm_content=RussianPMNewColdWar&utm_campaign=Daily_Social_Organic&utm_0id=021416c,2016-02-15 09:21:58,3326,402,327
58736997707_10153916550762708,"Marco is the conservative who can unite the Republican Party and win in November. 

Click here and join Team Marco today.",Join The Movement,link,https://marcorubio.com/the-conservative-who-will-unite-the-party/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Debate&utm_content=SCDebate&utm_campaign=Daily_Social_Organic&utm_0id=041315ff,2016-02-14 22:04:21,3544,476,336
58736997707_10153916323772708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1773424752886323/,2016-02-14 19:04:40,5306,363,0
58736997707_10153915850617708,"Like Ronald Reagan did years ago, we need a president who can inspire the American people to believe in the future again.",Morning Again,video,https://www.facebook.com/MarcoRubio/videos/10153915850617708/,2016-02-14 15:02:38,8382,741,952
58736997707_10153915559197708,My closing statement at last night's GOP Debate:,Team Marco,video,https://www.facebook.com/teammarco16/videos/1773163789579086/,2016-02-14 12:30:41,9972,1042,2
58736997707_10153914209357708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1773171026245029/,2016-02-13 23:48:24,3190,405,0
58736997707_10153914130772708,"""If our next president is even half the president Ronald Reagan was, America will be greater than it's ever been.""",,video,https://www.facebook.com/MarcoRubio/videos/10153914130772708/,2016-02-13 23:02:36,18326,1579,2429
58736997707_10153914120087708,,Team Marco,video,https://www.facebook.com/teammarco16/videos/1773154999579965/,2016-02-13 22:52:45,1880,735,1
58736997707_10153914005307708,"Are you watching the GOP Presidential Debate? Let Marco know you're cheering him on, and donate now!",A New American Century,link,https://marcorubio.com/south-carolina-donate-p/?utm_source=Facebook&utm_medium=Image_Post&utm_term=New_American_Century&utm_content=SC_Debate_Pic&utm_campaign=Daily_Social_Organic%3Fsc%3D021316h,2016-02-13 21:37:34,9657,1279,548
58736997707_10153913717382708,"Today, our nation has suffered a deep loss. Justice Scalia was one of the most consequential Americans in our history and a brilliant legal mind who served with only one objective: to interpret and defend the Constitution as written. One of the greatest honors in my life was to attend oral arguments during Town of Greece v. Galloway and see Justice Scalia eloquently defend religious freedom. I will hold that memory forever. The next president must nominate a justice who will continue Justice Scalia's unwavering belief in the founding principles that we hold dear. Jeanette and I mourn the loss of Justice Scalia, and our thoughts and prayers are with his wife Maureen and his family.",,status,,2016-02-13 17:57:25,28239,950,2157
58736997707_10153913319602708,I wouldn't be able to do this without my amazing wife Jeanette Rubio.,,video,https://www.facebook.com/MarcoRubio/videos/10153913319602708/,2016-02-13 14:27:36,13473,867,2247
58736997707_10153911509937708,Proud to receive this award from Family Research Council Action:,See Which Social Conservative Organization Just Gave Marco Its Highest Honor,link,https://marcorubio.com/news/marco-rubio-social-conservative-frc-marriage/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Pro-Family&utm_content=Marco_Receives_Award_From_FRC&utm_campaign=Daily_Social_Organic&utm_0id=021216j,2016-02-12 19:12:00,6834,461,699
58736997707_10153613940267851,My Vision for a 21st Century Military: South Carolina Has a Big Role to Play,,status,,2016-02-12 10:51:20,1965,339,561
58736997707_10153909434637708,Our crowds have been great in South Carolina! Thanks to everyone who's come out so far.,Check Out the Crowds Marco Was Drawing in South Carolina the Day After New Hampshire,link,https://marcorubio.com/news/marco-rubio-crowds-south-carolina/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=Marcos_Crowds_South_Carolina&utm_campaign=Daily_Social_Organic&utm_0id=021116c,2016-02-11 19:07:22,10066,729,412
58736997707_10153811901112708,"Just an hour left to help us reach our end-of-year fundraising goal! 

All donations before midnight come with a free bumper sticker. Chip in now!",Donate Before Midnight And Receive a FREE Bumper Sticker,link,https://marcorubio.com/donate-bumper-sticker/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=Donate_Free_Bumper_Sticker&utm_campaign=Daily_Social_Organic&utm_0id=123115b,2015-12-31 22:59:00,68,52,6
58736997707_10153811870362708,Start your 2016 off right with some Team Marco gear. All purchases before midnight tonight come with a free bumper sticker!,Home - Marco Rubio Store,link,https://store.marcorubio.com/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Merchandise&utm_content=New_Year_New_Gear&utm_campaign=Daily_Social_Organic&utm_0id=NA,2015-12-31 21:45:00,39,26,4
58736997707_10153811865662708,From the day I announced to now -- this is the story of our campaign so far:,This Is the Story of Marco Rubio's Presidential Campaign,link,https://marcorubio.com/news/marco-rubio-presidential-campaign-history/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=Story_Of_The_Campaign_So_Far&utm_campaign=Daily_Social_Organic&utm_0id=123015f,2015-12-31 18:46:00,2649,199,161
58736997707_10153810898497708,"Plans this Sunday? Join us in Milford, Raymond and Hampton. We'll also make a stop in Atkinson for a Patriots vs. Dolphins watch party. On Monday, we'll head to Hooksett. Hope to see you along the way!",Join Team Marco New Hampshire,link,https://marcorubio.com/new-hampshire/,2015-12-31 17:30:01,41,20,5
58736997707_10153811505477708,"Until midnight tonight, donations to our campaign come with a free bumper sticker! Chip in now to claim your sticker:",Donate And Receive A FREE Bumper Sticker,link,https://marcorubio.com/donate-bumper-sticker/?utm_source=Facebook&utm_medium=Link_Post&utm_term=New_American_Century&utm_content=Donate_Free_Bumper_Sticker&utm_campaign=Daily_Social_Organic&utm_0id=123115b,2015-12-31 16:01:40,149,49,13
58736997707_10153810896002708,"It all started in Miami. In more ways than one, really. It's incredible to see how much our campaign has grown, and this is just the beginning. See you in 2016!",This Is the Story of Marco Rubio's Presidential Campaign,link,https://marcorubio.com/news/marco-rubio-presidential-campaign-history/,2015-12-31 15:00:01,144,21,11
58736997707_10153810890512708,"If you missed us in Iowa this week, don't worry! We'll be back in the Hawkeye State next week. Click here for the latest event information & to RSVP.",Join Team Marco Iowa,link,https://marcorubio.com/iowa/,2015-12-31 13:30:03,40,30,12
58736997707_10153811025527708,Take a look back at this year on the campaign by checking out our Top 10 videos of 2015:,These Were the Top Ten Marco Rubio YouTube Videos of 2015,link,https://marcorubio.com/news/youtube-2015-marco-rubio/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Digital_Grassroots&utm_content=Top_Ten_YouTube_2015&utm_campaign=Daily_Social_Organic&utm_0id=123015d,2015-12-31 12:17:13,556,54,74
58736997707_10153810660057708,"Ring in the New Year with some new gear! 

All orders before midnight tonight come with a free bumper sticker.",Ring in the New Year with Some New Gear,link,https://store.marcorubio.com/?utm_source=Facebook&utm_medium=Link_Post&utm_term=Merchandise&utm_content=New_Year_New_Gear&utm_campaign=Daily_Social_Organic&utm_0id=NA,2015-12-31 09:25:33,55,33,11
58736997707_10153809865332708,"Every day, more people are joining our team and getting behind our message. Welcome to the team, Trey Gowdy!",,video,https://www.facebook.com/MarcoRubio/videos/10153809865332708/,2015-12-31 07:00:02,1510,260,231
58736997707_10153809791227708,"Stay warm while supporting our campaign with this winter gear!

As always, everything is made in the USA. 🇺🇸",The Marco Rubio Store - Shop Now and Support the Campaign,link,https://store.marcorubio.com/,2015-12-30 23:59:00,77,41,9
58736997707_10153809082067708,"Law abiding citizens have the RIGHT to defend themselves, their families and their property even if they are away from home. Click here if you agree.",Second Amendment Rights Should Cross State Lines,link,https://marcorubio.com/constitutional-rights-should-cross-state-lines/?utm_source=Facebook&utm_medium=Link_Post&utm_term=2nd_Amendment&utm_content=2ndAmendment_CrossStateLines&utm_campaign=Daily_Social_Organic&utm_0id=122815d,2015-12-30 22:00:01,555,51,88
58736997707_10153809081617708,"Our allies don't trust us. Our enemies don't fear us. And the world doesn't know where America stands.

Watch & share our new ad that will begin airing today in New Hampshire.","‘Radical Islamic Terror, A Lunatic in North Korea, and a Gangster in Moscow’",link,https://marcorubio.com/news/lunatic-marco-rubio-ad/,2015-12-30 20:30:00,59,36,25
58736997707_10153809102747708,Click here and join our team now!,Conservative Hero Trey Gowdy Backs Marco Rubio,link,https://marcorubio.com/conservative-hero-trey-gowdy-backs-marco-rubio/?utm_source=Facebook&utm_medium=Facebook&utm_term=New_American_Century&utm_content=Trey_Gowdy_Backs_Rubio&utm_campaign=Daily_Social_Organic&utm_0id=122815e,2015-12-30 19:00:01,3071,457,295
58736997707_10153808877337708,"I'm proud to thank South Carolina Congressman Trey Gowdy for joining Team Marco and for coming on the road with us in Iowa. 

See the highlights from our trip so far.",Trey Gowdy Introduced a Presidential Candidate in Iowa. You’ll Want To Hear What He Said,link,https://marcorubio.com/news/trey-gowdy-marco-rubio-iowa/,2015-12-30 17:30:01,89,38,18
